T	avM
1.5	  3552.310 	 3551.433 	  3550.937 	  3551.830 	  3551.863 	  3551.230 	  3551.903 	  3551.627 	  3551.900 	 3552.133 	 3551.430 	 3550.880 	  3551.867 	 3552.210 	 3551.690 	  3551.057 	 3551.417 	 3551.543 	  3551.643 	 3551.850 	
1.6	  3526.093 	 3526.173 	  3526.100 	  3525.623 	  3526.010 	  3525.720 	  3526.923 	  3527.800 	  3527.043 	 3525.487 	 3526.797 	 3525.723 	  3525.787 	 3526.597 	 3527.040 	  3526.613 	 3525.717 	 3526.237 	  3526.993 	 3527.073 	
1.7	  3492.433 	 3492.360 	  3492.427 	  3492.550 	  3491.140 	  3491.780 	  3490.983 	  3492.820 	  3491.460 	 3492.617 	 3491.143 	 3491.437 	  3491.833 	 3490.623 	 3492.353 	  3492.197 	 3490.763 	 3493.610 	  3492.543 	 3492.820 	
1.8	  3444.583 	 3447.340 	  3444.803 	  3445.520 	  3444.623 	  3443.530 	  3445.283 	  3444.990 	  3443.360 	 3443.387 	 3445.190 	 3446.663 	  3443.677 	 3444.937 	 3443.970 	  3444.887 	 3444.377 	 3442.593 	  3445.593 	 3444.907 	
1.9	  3377.780 	 3375.757 	  3376.050 	  3380.037 	  3378.377 	  3379.777 	  3377.397 	  3377.893 	  3376.847 	 3374.787 	 3378.103 	 3376.883 	  3379.590 	 3376.413 	 3378.697 	  3378.333 	 3377.117 	 3376.917 	  3377.360 	 3378.610 	
2.0	  3281.910 	 3284.573 	  3283.237 	  3285.480 	  3283.593 	  3279.967 	  3277.390 	  3281.517 	  3283.600 	 3279.970 	 3282.740 	 3281.947 	  3284.940 	 3281.907 	 3285.093 	  3287.040 	 3285.520 	 3282.157 	  3283.027 	 3279.627 	
2.1	  3116.310 	 3133.037 	  3126.440 	  3124.317 	  3122.033 	  3120.480 	  3135.493 	  3132.597 	  3122.003 	 3128.903 	 3132.730 	 3125.833 	  3128.723 	 3123.217 	 3132.223 	  3133.923 	 3130.163 	 3127.113 	  3133.613 	 3129.477 	
2.2	  2689.533 	 2844.503 	  2836.310 	  2828.997 	  2737.493 	  2874.200 	  2837.397 	  2831.610 	  2826.157 	 2826.610 	 2842.657 	 2788.807 	  2842.940 	 2817.697 	 2812.460 	  2796.170 	 2832.787 	 2854.057 	  2829.363 	 2863.830 	
2.3	  2047.980 	   828.337 	   708.297 	  1952.783 	   432.267 	  1827.873 	  1255.840 	  1900.433 	  1697.217 	   411.427 	 1714.057 	 1896.200 	  902.817 	 1795.260 	  1613.030 	   59.263 	  1306.823 	    4.133 	   655.060 	 1996.257 	
2.4	   138.567 	  166.487 	  104.737 	    33.040 	  166.493 	   51.290 	    40.030 	  134.543 	   62.487 	    9.810 	   318.463 	  115.263 	    21.623 	   496.723 	   75.263 	    77.817 	    45.920 	  149.420 	  152.417 	    66.377 	
2.5	   19.303 	    27.160 	    12.603 	    50.150 	    14.690 	   73.437 	    70.690 	   17.907 	    91.470 	    26.610 	   57.947 	   19.887 	   82.300 	    33.270 	    49.147 	   63.357 	    71.917 	   22.377 	   54.023 	     6.800 	
2.6	    5.027 	    16.003 	    0.053 	     2.157 	    2.617 	    59.730 	    1.170 	    0.797 	    5.760 	    42.973 	    18.513 	   12.280 	    21.490 	    18.960 	     7.550 	     1.393 	    5.647 	   31.743 	   28.573 	   14.253 	
2.7	   22.740 	    17.727 	    21.807 	   37.143 	    23.453 	    23.863 	    17.637 	    20.190 	   21.957 	   38.057 	    8.870 	    5.217 	   11.390 	   16.417 	    3.027 	     7.690 	   20.217 	     5.003 	    9.530 	    23.673 	
2.8	    25.967 	   13.133 	    18.990 	    2.457 	    2.840 	   12.597 	    16.680 	   14.057 	    9.630 	    7.710 	    0.287 	   16.883 	   15.680 	    3.283 	   15.167 	     6.000 	   18.993 	     9.670 	    0.260 	     7.113 	
2.9	     2.503 	     4.670 	    13.767 	    11.493 	   21.297 	    1.343 	    8.167 	   18.543 	     8.097 	    5.400 	   16.993 	    13.543 	    5.040 	     5.327 	     8.377 	     2.423 	     4.820 	    11.507 	    1.520 	     4.680 	
3.0	    12.083 	     0.877 	    10.933 	    10.297 	     5.813 	    3.627 	     8.457 	     2.773 	     5.937 	     2.117 	    1.663 	    0.600 	    3.453 	    4.173 	    10.083 	     1.840 	    19.077 	     2.043 	    3.283 	   10.890 	
3.1	    12.527 	    0.047 	    13.553 	    6.783 	   13.060 	    15.413 	    8.553 	    9.373 	     5.963 	    10.260 	    7.187 	     3.167 	    5.537 	    1.450 	   12.387 	   21.143 	    2.583 	    0.960 	     0.347 	     9.777 	
3.2	    9.353 	     8.187 	    0.700 	    0.453 	     5.097 	   10.437 	    0.770 	    8.670 	    2.467 	    1.600 	     6.243 	    1.747 	    0.537 	     8.963 	    3.383 	     3.680 	     0.423 	    11.243 	     3.487 	     2.007 	
3.3	    5.223 	    0.103 	    9.803 	    6.667 	    11.510 	     1.580 	     7.557 	    4.547 	     6.413 	    2.220 	    7.763 	    1.387 	     1.800 	    2.180 	    2.773 	     5.647 	     4.810 	    3.420 	    2.793 	     2.457 	
3.4	    7.393 	    2.543 	     5.087 	     1.253 	    3.423 	    10.560 	     5.077 	     1.313 	    3.850 	    2.990 	     3.377 	    5.240 	     7.367 	    1.030 	    2.853 	   14.717 	    2.073 	    0.717 	    8.713 	    13.897 	
3.5	    0.453 	     0.540 	     1.790 	    4.317 	     9.087 	     2.737 	    2.760 	     5.087 	    7.453 	     5.620 	    7.690 	    4.047 	    1.413 	    4.597 	    2.143 	     9.620 	     3.847 	    1.350 	    13.070 	   10.043 	
